id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,,
c11830,0.64,0.67,4,252,3,1,0,0,sales,medium,,
c11831,0.63,0.5,2,230,4,0,0,0,sales,medium,,
c11832,0.81,0.81,4,212,2,1,0,0,sales,medium,,
c11833,0.71,0.66,5,187,2,0,0,0,sales,medium,,
c11834,0.7,0.83,5,241,2,0,0,0,sales,medium,,
c11835,0.53,1,3,164,4,0,0,0,IT,medium,,
c11836,0.16,0.93,6,218,6,1,0,0,product_management,high,,
c11837,0.17,0.55,4,194,3,0,0,0,product_management,low,,
c11838,0.7,0.95,3,158,2,0,0,0,product_management,medium,,
c11839,0.43,0.88,2,149,4,0,0,0,product_management,medium,,
c11840,0.49,0.62,4,161,2,0,0,0,IT,medium,,
c11841,0.5,0.9,5,226,2,0,0,0,management,high,,
c11842,0.57,0.59,2,111,2,0,0,0,management,high,,
c11843,0.68,0.75,4,258,3,0,0,0,management,high,,
c11844,0.62,0.61,3,266,2,0,0,0,management,high,,
c11845,0.69,0.75,3,253,3,0,0,0,management,high,,
c11846,0.63,0.7,5,160,3,0,0,0,management,high,,
c11847,0.76,0.62,5,230,3,1,0,0,marketing,low,,
c11848,0.62,0.76,5,198,3,0,0,0,sales,low,,
c11849,0.82,0.69,3,250,3,0,0,0,accounting,low,,
c11850,0.2,0.7,4,225,5,0,0,0,support,low,,
c11851,0.16,0.7,3,178,3,1,0,0,technical,low,,
c11852,0.2,0.78,4,196,3,0,0,0,management,low,,
c11853,0.53,0.51,4,240,2,0,0,0,marketing,low,,
c11854,0.71,0.63,3,204,3,0,0,0,marketing,low,,
c11855,0.7,0.93,3,250,3,0,0,0,marketing,low,,
c11856,0.92,0.94,2,224,2,0,0,0,sales,low,,
c11857,0.81,0.92,4,268,3,0,0,0,sales,low,,
c11858,0.79,0.62,5,167,3,0,0,0,sales,low,,
c11859,0.53,0.64,3,168,3,0,0,0,sales,low,,
c11860,0.51,0.56,4,168,2,0,0,0,sales,low,,
c11861,0.78,0.9,5,158,3,0,0,0,sales,low,,
c11862,0.5,0.91,3,240,3,0,0,0,sales,low,,
c11863,0.92,1,4,261,4,0,0,0,sales,medium,,
c11864,0.59,0.54,4,176,2,0,0,0,technical,medium,,
c11865,0.77,0.55,3,217,3,0,0,0,support,medium,,
c11866,0.74,0.87,5,224,2,0,0,0,support,medium,,
c11867,0.67,0.97,4,196,3,0,0,0,support,medium,,
c11868,0.56,0.59,3,223,3,0,0,0,support,medium,,
c11869,0.84,0.44,5,131,5,1,0,0,support,medium,,
c11870,0.53,0.77,2,167,2,0,0,0,support,medium,,
c11871,0.86,0.71,5,273,3,0,0,0,support,medium,,
c11872,0.77,0.68,3,98,3,0,0,0,support,medium,,
c11873,0.97,0.94,4,253,3,0,0,0,support,medium,,
c11874,0.69,0.87,5,174,3,0,0,0,support,medium,,
c11875,0.73,0.9,3,274,2,0,0,0,support,high,,
c11876,0.42,0.47,6,174,5,0,0,0,technical,low,,
c11877,0.4,0.47,5,173,5,0,0,0,technical,medium,,
c11878,0.33,0.41,2,198,4,0,0,0,technical,medium,,
c11879,0.68,0.66,3,238,2,0,0,0,management,medium,,
c11880,0.78,0.8,3,256,2,0,0,0,IT,medium,,
c11881,0.92,0.6,3,179,2,0,0,0,IT,low,,
c11882,0.66,0.66,4,273,4,1,0,0,IT,low,,
c11883,0.6,0.45,3,104,4,0,0,0,IT,low,,
c11884,0.86,0.83,4,208,3,1,0,0,IT,low,,
c11885,0.61,0.49,3,275,2,0,0,0,product_management,low,,
c11886,0.71,0.68,3,231,2,1,0,0,product_management,low,,
c11887,0.86,0.62,4,186,3,0,0,0,product_management,low,,
c11888,0.96,0.59,3,241,3,0,0,0,product_management,low,,
c11889,0.7,0.54,3,194,2,1,0,0,IT,low,,
c11890,0.38,0.49,4,196,3,0,0,1,management,high,,
c11891,0.39,0.75,6,185,3,0,0,1,management,high,,
c11892,0.49,0.4,2,148,2,1,0,1,management,high,,
c11893,0.78,0.62,4,150,3,0,0,1,management,high,,
c11894,0.74,0.79,5,121,5,0,0,1,management,high,,
c11895,0.82,0.76,4,266,3,0,0,1,management,high,,
c11896,0.6,0.42,2,109,6,0,0,0,sales,low,,
c11897,0.72,0.99,3,143,4,0,0,0,sales,low,,
c11898,0.73,0.97,3,174,3,0,0,0,sales,low,,
c11899,0.89,0.55,4,159,2,0,0,0,sales,medium,,
c11900,0.74,0.94,4,157,2,0,0,0,sales,medium,,
c11901,0.83,0.57,2,222,2,0,0,0,sales,medium,,
c11902,0.24,0.88,5,199,5,1,0,0,sales,medium,,
c11903,0.93,0.89,3,255,7,1,0,0,sales,medium,,
c11904,0.96,0.62,4,253,7,0,0,0,sales,medium,,
c11905,0.16,0.68,5,149,7,1,0,0,sales,medium,,
c11906,0.21,0.85,6,285,7,0,0,0,sales,medium,,
c11907,0.69,0.54,3,164,7,0,0,0,sales,medium,,
c11908,0.66,0.96,3,243,3,1,0,0,sales,medium,,
c11909,0.67,0.39,2,207,7,0,0,0,sales,medium,,
c11910,0.85,0.58,4,186,7,0,0,0,sales,medium,,
c11911,0.37,0.92,4,211,7,0,0,0,sales,high,,
c11912,0.64,0.64,2,190,3,0,0,0,sales,low,,
c11913,0.91,0.82,2,241,3,0,0,0,sales,medium,,
c11914,0.96,0.68,3,206,3,0,0,0,sales,medium,,
c11915,0.74,0.7,4,273,3,0,0,0,sales,medium,,
c11916,0.94,0.99,2,157,3,0,0,0,sales,medium,,
c11917,0.37,0.72,3,183,2,0,0,0,sales,low,,
c11918,0.92,0.85,3,151,6,1,0,0,sales,low,,
c11919,0.86,0.72,3,217,3,0,0,0,sales,low,,
c11920,0.66,0.49,5,235,8,1,0,0,sales,low,,
c11921,0.19,0.61,4,127,8,0,0,0,sales,low,,
c11922,0.65,0.61,5,167,8,0,0,0,sales,low,,
c11923,0.92,0.44,3,260,8,0,0,0,sales,low,,
c11924,0.83,0.8,3,240,8,0,0,0,sales,low,,
c11925,0.94,0.82,4,187,3,0,0,0,sales,low,,
c11926,0.42,0.69,3,126,2,0,0,0,sales,low,,
c11927,0.78,0.53,6,168,3,0,0,0,sales,low,,
c11928,0.58,0.76,4,197,5,0,0,0,sales,low,,
c11929,0.5,0.64,2,170,8,0,0,0,sales,low,,
c11930,0.82,0.76,3,219,8,1,0,0,IT,low,,
c11931,0.97,0.92,6,137,8,1,0,0,product_management,low,,
c11932,0.8,0.93,3,225,4,0,0,0,product_management,low,,
c11933,0.82,0.84,3,194,3,0,0,0,product_management,low,,
c11934,0.95,0.99,5,251,4,0,0,0,product_management,low,,
c11935,0.88,0.51,5,195,4,0,0,0,IT,low,,
c11936,0.5,0.86,3,180,7,0,0,1,management,high,,
c11937,0.53,0.8,2,225,7,1,0,1,management,high,,
c11938,0.82,0.74,3,229,7,0,0,1,management,high,,
c11939,0.15,0.74,6,144,7,0,0,1,management,high,,
c11940,0.92,0.7,3,129,3,0,0,1,management,high,,
c11941,0.53,0.74,3,172,10,0,0,1,management,high,,
c11942,0.58,1,4,220,10,0,0,0,marketing,medium,,
c11943,0.88,0.74,3,273,10,0,0,0,sales,medium,,
c11944,0.85,0.72,3,245,10,0,0,0,accounting,medium,,
c11945,0.99,0.68,5,264,10,1,0,0,support,medium,,
c11946,0.94,0.73,3,268,10,0,0,0,technical,medium,,
c11947,0.63,0.94,3,172,3,0,0,0,management,medium,,
c11948,0.85,0.9,3,245,3,0,0,0,marketing,medium,,
c11949,0.95,0.66,5,192,3,0,0,0,marketing,medium,,
c11950,0.71,0.66,3,268,4,0,0,0,marketing,high,,
c11951,0.49,0.88,4,244,3,0,0,0,sales,low,,
c11952,0.71,0.69,4,222,4,0,0,0,sales,medium,,
c11953,0.52,0.62,5,239,2,0,0,0,sales,medium,,
c11954,0.48,0.72,3,143,4,0,0,0,sales,medium,,
c11955,0.82,0.79,3,160,3,0,0,0,sales,medium,,
c11956,0.83,0.76,2,255,7,0,0,0,sales,low,,
c11957,0.85,0.87,4,152,7,0,0,0,sales,low,,
c11958,0.57,0.64,4,226,7,0,0,0,sales,low,,
c11959,0.16,0.63,5,266,7,0,0,0,IT,low,,
c11960,0.85,0.64,5,256,7,0,0,0,product_management,low,,
c11961,0.82,0.67,3,198,3,1,0,0,product_management,low,,
c11962,0.9,0.89,4,254,7,0,0,0,product_management,low,,
c11963,0.92,0.64,2,104,7,0,0,0,product_management,low,,
c11964,0.9,0.48,4,136,7,0,0,0,IT,low,,
c11965,0.82,0.8,5,205,3,0,0,0,IT,low,,
c11966,0.84,0.81,4,236,3,1,0,0,IT,low,,
c11967,0.92,0.65,3,176,3,0,0,0,IT,low,,
c11968,0.82,0.82,3,148,3,0,0,0,IT,low,,
c11969,0.8,0.8,4,146,3,1,0,0,IT,low,,
c11970,0.6,0.85,3,242,2,0,0,0,IT,low,,
c11971,0.14,0.38,5,115,6,1,0,0,marketing,high,,
c11972,0.85,0.89,4,150,3,0,0,0,accounting,high,,
c11973,0.55,0.81,3,239,8,0,0,0,accounting,high,,
c11974,0.49,0.71,4,178,8,0,0,0,IT,medium,,
c11975,0.82,0.58,5,263,8,0,0,0,IT,medium,,
c11976,0.59,0.77,3,272,8,0,0,0,management,high,,
c11977,0.9,0.82,3,133,8,0,0,0,marketing,medium,,
c11978,0.62,0.72,3,149,3,1,0,0,marketing,medium,,
c11979,0.61,0.68,3,193,2,0,0,0,marketing,medium,,
c11980,0.52,0.55,5,174,3,1,0,0,sales,medium,,
c11981,0.79,0.87,4,223,5,0,0,0,sales,medium,,
c11982,0.49,0.89,4,201,8,0,0,0,sales,medium,,
c11983,0.73,0.67,2,139,8,0,0,0,sales,medium,,
c11984,0.67,0.49,5,241,8,0,0,0,sales,medium,,
c11985,0.52,0.61,4,187,4,1,0,0,sales,medium,,
c11986,0.72,0.64,4,192,3,0,0,0,sales,medium,,
c11987,0.48,0.5,5,142,4,0,0,0,IT,medium,,
c11988,0.19,0.79,4,229,4,0,0,0,product_management,medium,,
c11989,0.49,0.49,3,104,7,0,0,0,product_management,high,,
c11990,0.9,0.76,3,255,7,0,0,0,product_management,low,,
c11991,0.49,0.49,4,212,7,0,0,0,product_management,medium,,
c11992,0.6,0.53,2,235,7,0,0,0,IT,medium,,
c11993,0.62,0.85,3,237,3,1,0,0,IT,medium,,
c11994,0.64,0.5,4,253,10,0,0,1,management,high,,
c11995,0.22,0.94,3,193,10,0,0,1,management,high,,
c11996,0.9,0.55,3,259,10,1,0,1,management,high,,
c11997,0.74,0.95,5,266,10,0,0,1,management,high,,
c11998,0.85,0.54,3,185,10,0,0,1,management,high,,
c11999,0.33,0.65,3,172,10,0,0,1,marketing,high,,
c12000,0.5,0.73,4,180,3,0,0,0,IT,low,,
c12001,0.38,0.53,2,157,3,0,1,0,sales,low,,
c12002,0.8,0.86,5,262,6,0,1,0,sales,medium,,
c12003,0.11,0.88,7,272,4,0,1,0,sales,medium,,
c12004,0.72,0.87,5,223,5,0,1,0,sales,low,,
c12005,0.37,0.52,2,159,3,0,1,0,sales,low,,
c12006,0.41,0.5,2,153,3,0,1,0,sales,low,,
c12007,0.1,0.77,6,247,4,0,1,0,sales,low,,
c12008,0.92,0.85,5,259,5,0,1,0,sales,low,,
c12009,0.89,1,5,224,5,0,1,0,sales,low,,
c12010,0.42,0.53,2,142,3,0,1,0,sales,low,,
c12011,0.45,0.54,2,135,3,0,1,0,sales,low,,
c12012,0.11,0.81,6,305,4,0,1,0,sales,low,,
c12013,0.84,0.92,4,234,5,0,1,0,sales,low,,
c12014,0.41,0.55,2,148,3,0,1,0,sales,low,,
c12015,0.36,0.56,2,137,3,0,1,0,sales,low,,
c12016,0.38,0.54,2,143,3,0,1,0,sales,low,,
c12017,0.45,0.47,2,160,3,0,1,0,sales,low,,
c12018,0.78,0.99,4,255,6,0,1,0,sales,low,,
c12019,0.45,0.51,2,160,3,1,1,1,sales,low,,
c12020,0.76,0.89,5,262,5,0,1,0,sales,low,,
c12021,0.11,0.83,6,282,4,0,1,0,sales,low,,
c12022,0.38,0.55,2,147,3,0,1,0,sales,low,,
c12023,0.09,0.95,6,304,4,0,1,0,sales,low,,
c12024,0.46,0.57,2,139,3,0,1,0,sales,low,,
c12025,0.4,0.53,2,158,3,0,1,0,sales,low,,
c12026,0.89,0.92,5,242,5,0,1,0,sales,low,,
c12027,0.82,0.87,4,239,5,0,1,0,sales,low,,
c12028,0.4,0.49,2,135,3,0,1,0,sales,low,,
c12029,0.41,0.46,2,128,3,0,1,0,accounting,low,,
c12030,0.38,0.5,2,132,3,0,1,0,accounting,low,,
c12031,0.09,0.62,6,294,4,0,1,0,accounting,low,,
c12032,0.45,0.57,2,134,3,0,1,0,hr,low,,
c12033,0.4,0.51,2,145,3,0,1,0,hr,low,,
c12034,0.45,0.55,2,140,3,0,1,0,hr,low,,
c12035,0.84,0.87,4,246,6,0,1,0,hr,low,,
c12036,0.1,0.94,6,255,4,0,1,0,technical,low,,
c12037,0.38,0.46,2,137,3,0,1,0,technical,low,,
c12038,0.45,0.5,2,126,3,0,1,0,technical,low,,
c12039,0.11,0.89,6,306,4,0,1,0,technical,low,,
c12040,0.41,0.54,2,152,3,0,1,0,technical,low,,
c12041,0.87,0.88,5,269,5,0,1,0,technical,low,,
c12042,0.45,0.48,2,158,3,0,1,0,technical,low,,
c12043,0.4,0.46,2,127,3,0,1,0,technical,low,,
c12044,0.1,0.8,7,281,4,0,1,0,technical,low,,
c12045,0.09,0.89,6,276,4,0,1,0,technical,low,,
c12046,0.84,0.74,3,182,4,0,1,0,technical,low,,
c12047,0.4,0.55,2,147,3,0,1,0,support,low,,
c12048,0.57,0.7,3,273,6,0,1,0,support,low,,
c12049,0.4,0.54,2,148,3,0,1,0,support,low,,
c12050,0.43,0.47,2,147,3,0,1,0,support,low,,
c12051,0.13,0.78,6,152,2,0,1,0,support,low,,
c12052,0.44,0.55,2,135,3,0,1,0,support,low,,
c12053,0.38,0.55,2,134,3,0,1,0,support,low,,
c12054,0.39,0.54,2,132,3,0,1,0,support,low,,
c12055,0.1,0.92,7,307,4,0,1,0,support,low,,
c12056,0.37,0.46,2,140,3,0,1,0,support,low,,
c12057,0.11,0.94,7,255,4,0,1,0,support,low,,
c12058,0.1,0.81,6,309,4,0,1,0,technical,low,,
c12059,0.38,0.54,2,128,3,0,1,0,technical,low,,
c12060,0.85,1,4,225,5,0,1,0,technical,low,,
c12061,0.85,0.91,5,226,5,0,1,0,management,medium,,
c12062,0.11,0.93,7,308,4,0,1,0,IT,medium,,
c12063,0.1,0.95,6,244,5,0,1,0,IT,medium,,
c12064,0.36,0.56,2,132,3,0,1,0,IT,medium,,
c12065,0.11,0.94,6,286,4,0,1,0,IT,medium,,
c12066,0.81,0.7,6,161,4,0,1,0,IT,medium,,
c12067,0.43,0.54,2,153,3,0,1,0,product_management,medium,,
c12068,0.9,0.98,4,264,6,0,1,0,product_management,medium,,
c12069,0.76,0.86,5,223,5,1,1,0,product_management,medium,,
c12070,0.43,0.5,2,135,3,0,1,0,product_management,medium,,
c12071,0.74,0.99,2,277,3,0,1,0,IT,medium,,
c12072,0.09,0.77,5,275,4,0,1,0,product_management,medium,,
c12073,0.45,0.49,2,149,3,0,1,0,product_management,high,,
c12074,0.09,0.87,7,295,4,0,1,0,product_management,low,,
c12075,0.11,0.97,6,277,4,0,1,0,product_management,medium,,
c12076,0.11,0.79,7,306,4,0,1,0,product_management,medium,,
c12077,0.1,0.83,6,295,4,0,1,0,product_management,medium,,
c12078,0.4,0.54,2,137,3,0,1,0,marketing,medium,,
c12079,0.43,0.56,2,157,3,0,1,0,sales,low,,
c12080,0.39,0.56,2,142,3,0,1,0,accounting,low,,
c12081,0.45,0.54,2,140,3,0,1,0,support,low,,
c12082,0.38,0.49,2,151,3,0,1,0,technical,low,,
c12083,0.79,0.59,4,139,3,0,1,1,management,low,,
c12084,0.84,0.85,4,249,6,0,1,0,marketing,low,,
c12085,0.11,0.77,6,291,4,0,1,0,marketing,low,,
c12086,0.11,0.87,6,305,4,0,1,0,marketing,low,,
c12087,0.17,0.84,5,232,3,0,1,0,sales,low,,
c12088,0.44,0.45,2,132,3,0,1,0,sales,low,,
c12089,0.37,0.57,2,130,3,0,1,0,sales,low,,
c12090,0.1,0.79,6,291,4,0,1,0,sales,low,,
c12091,0.4,0.5,2,130,3,0,1,0,sales,low,,
c12092,0.89,1,5,246,5,0,1,0,sales,low,,
c12093,0.42,0.48,2,143,3,0,1,0,sales,low,,
c12094,0.46,0.55,2,129,3,0,1,0,sales,low,,
c12095,0.09,0.83,6,255,4,0,1,0,sales,low,,
c12096,0.37,0.51,2,155,3,0,1,0,sales,low,,
c12097,0.1,0.77,6,265,4,0,1,0,sales,low,,
c12098,0.1,0.84,6,279,4,0,1,0,sales,low,,
c12099,0.11,0.97,6,284,4,0,1,0,sales,low,,
c12100,0.9,1,5,221,6,0,1,0,sales,medium,,
c12101,0.38,0.52,2,154,3,0,1,0,sales,medium,,
c12102,0.36,0.52,2,147,3,0,1,0,sales,medium,,
c12103,0.42,0.46,2,150,3,0,1,0,sales,medium,,
c12104,0.09,0.94,7,267,4,0,1,0,sales,medium,,
c12105,0.43,0.52,2,158,3,0,1,0,sales,medium,,
c12106,0.24,0.46,7,224,5,0,1,0,accounting,medium,,
c12107,0.91,1,4,257,5,0,1,0,accounting,medium,,
c12108,0.44,0.5,2,148,3,0,1,0,accounting,medium,,
c12109,0.71,0.87,3,177,4,0,1,0,hr,medium,,
c12110,0.4,0.49,2,155,3,0,1,0,hr,medium,,
c12111,0.43,0.47,2,144,3,0,1,0,hr,medium,,
c12112,0.09,0.85,6,289,4,0,1,0,hr,high,,
c12113,0.43,0.52,2,160,3,0,1,0,technical,low,,
c12114,0.9,0.96,4,258,5,0,1,0,technical,medium,,
c12115,0.84,1,5,234,5,0,1,0,technical,medium,,
c12116,0.37,0.48,2,137,3,0,1,0,technical,medium,,
c12117,0.86,0.68,5,263,2,0,1,0,technical,medium,,
c12118,0.11,0.84,6,251,4,0,1,0,technical,low,,
c12119,0.37,0.57,2,133,3,0,1,0,technical,low,,
c12120,0.4,0.46,2,132,3,0,1,0,technical,low,,
c12121,0.14,0.62,4,158,4,1,1,0,technical,low,,
c12122,0.4,0.46,2,135,3,0,1,0,technical,low,,
c12123,0.75,1,4,216,6,0,1,0,technical,low,,
c12124,0.11,0.84,6,300,5,1,1,0,support,low,,
c12125,0.46,0.49,2,138,3,0,1,0,support,low,,
c12126,0.11,0.92,6,260,4,0,1,0,support,low,,
c12127,0.38,0.49,2,132,3,0,1,0,support,low,,
c12128,0.7,0.89,3,183,5,0,1,0,support,low,,
c12129,0.09,0.82,6,250,4,0,1,0,support,low,,
c12130,0.37,0.45,2,151,3,0,1,0,support,low,,
c12131,0.1,0.83,6,292,4,0,1,0,support,low,,
c12132,0.38,0.57,2,140,3,0,1,0,support,low,,
c12133,0.9,1,5,221,5,0,1,0,support,low,,
c12134,0.44,0.51,2,138,3,0,1,0,support,low,,
c12135,0.36,0.5,2,132,3,0,1,0,technical,low,,
c12136,0.31,0.84,7,133,5,0,1,0,technical,low,,
c12137,0.1,0.84,6,283,4,1,1,0,technical,low,,
c12138,0.42,0.48,2,129,3,0,1,0,management,low,,
c12139,0.74,1,4,249,5,0,1,0,IT,low,,
c12140,0.73,0.87,5,257,5,0,1,0,IT,low,,
c12141,0.09,0.96,6,245,4,0,1,0,IT,low,,
c12142,0.45,0.53,2,155,3,0,1,0,IT,low,,
c12143,0.11,0.8,6,256,4,0,1,0,IT,low,,
c12144,0.37,0.47,2,152,3,0,1,0,product_management,low,,
c12145,0.84,0.99,4,267,5,0,1,0,product_management,low,,
c12146,0.41,0.46,2,151,3,0,1,0,product_management,low,,
c12147,0.76,0.92,4,239,5,0,1,0,product_management,low,,
c12148,0.11,0.87,6,306,4,0,1,0,IT,low,,
c12149,0.84,0.88,4,263,5,1,1,0,marketing,low,,
c12150,0.39,0.5,2,147,3,0,1,0,marketing,low,,
c12151,0.11,0.91,6,278,4,0,1,0,marketing,low,,
c12152,0.45,0.56,2,154,3,0,1,0,marketing,low,,
c12153,0.37,0.52,2,143,3,0,1,0,marketing,low,,
c12154,0.4,0.52,2,155,3,0,1,0,marketing,low,,
c12155,0.39,0.48,2,160,3,0,1,0,sales,low,,
c12156,0.11,0.8,6,304,4,0,1,0,accounting,low,,
c12157,0.83,1,5,240,5,0,1,0,support,low,,
c12158,0.11,0.92,6,305,4,0,1,0,technical,low,,
c12159,0.39,0.5,2,136,3,0,1,0,management,low,,
c12160,0.45,0.45,2,132,3,0,1,0,marketing,low,,
c12161,0.1,0.95,7,301,4,0,1,0,marketing,low,,
c12162,0.9,0.98,5,243,6,0,1,0,marketing,low,,
c12163,0.45,0.51,2,147,3,0,1,0,sales,low,,
c12164,0.79,0.89,5,239,5,0,1,0,sales,low,,
c12165,0.9,0.99,5,260,5,0,1,0,sales,low,,
c12166,0.11,0.84,7,296,4,0,1,0,sales,low,,
c12167,0.43,0.55,2,129,3,0,1,0,sales,low,,
c12168,0.31,0.54,5,132,5,0,1,0,sales,low,,
c12169,0.32,0.5,2,135,5,0,1,0,sales,low,,
c12170,0.45,0.57,2,158,3,0,1,0,sales,low,,
c12171,0.81,0.99,4,259,5,0,1,0,sales,low,,
c12172,0.41,0.46,2,160,3,0,1,1,sales,low,,
c12173,0.11,0.78,7,278,4,0,1,0,sales,low,,
c12174,0.1,0.88,6,284,4,0,1,0,sales,low,,
c12175,0.7,0.53,2,274,4,0,1,0,sales,low,,
c12176,0.54,0.74,4,164,2,0,1,0,sales,low,,
c12177,0.41,0.48,2,148,3,0,1,0,sales,low,,
c12178,0.38,0.5,2,140,3,0,1,0,sales,medium,,
c12179,0.37,0.51,2,127,3,0,1,0,sales,medium,,
c12180,0.11,0.85,6,308,5,0,1,0,sales,medium,,
c12181,0.4,0.47,2,146,3,0,1,0,sales,medium,,
c12182,0.1,0.84,6,261,4,0,1,0,accounting,medium,,
c12183,0.89,0.99,5,257,5,0,1,0,accounting,medium,,
c12184,0.11,0.8,6,285,4,0,1,0,accounting,medium,,
c12185,0.36,0.55,2,141,3,0,1,0,hr,medium,,
c12186,0.4,0.46,2,127,3,0,1,0,hr,medium,,
c12187,0.09,0.85,6,297,4,0,1,0,hr,medium,,
c12188,0.4,0.46,2,143,3,0,1,0,hr,medium,,
c12189,0.37,0.55,2,152,3,0,1,0,technical,medium,,
c12190,0.44,0.51,2,156,3,0,1,0,technical,high,,
c12191,0.09,0.8,7,283,5,0,1,0,technical,low,,
c12192,0.92,0.87,4,226,6,1,1,0,technical,medium,,
c12193,0.74,0.91,4,232,5,0,1,0,technical,medium,,
c12194,0.09,0.82,6,249,4,0,1,0,technical,medium,,
c12195,0.89,0.95,4,275,5,0,1,0,technical,medium,,
c12196,0.09,0.8,6,304,4,0,1,0,technical,low,,
c12197,0.27,0.54,7,278,3,0,1,0,technical,low,,
c12198,0.1,0.91,6,287,4,0,1,0,technical,low,,
c12199,0.1,0.89,7,285,4,0,1,0,technical,low,,
c12200,0.77,0.94,5,226,6,0,1,0,support,low,,
c12201,0.9,0.82,5,259,5,0,1,0,support,low,,
c12202,0.39,0.5,2,135,3,0,1,0,support,low,,
c12203,0.76,1,5,219,5,0,1,0,support,low,,
c12204,0.1,0.93,6,256,4,0,1,0,support,low,,
c12205,0.87,0.9,5,254,6,0,1,0,support,low,,
c12206,0.38,0.5,2,153,3,0,1,0,support,low,,
c12207,0.77,0.99,5,228,5,0,1,0,support,low,,
c12208,0.78,0.87,4,228,5,0,1,0,support,low,,
c12209,0.44,0.5,2,128,3,0,1,0,support,low,,
c12210,0.38,0.52,2,153,3,0,1,0,support,low,,
c12211,0.43,0.46,2,156,3,0,1,0,technical,low,,
c12212,0.39,0.5,4,294,3,0,1,0,technical,low,,
c12213,0.88,1,5,219,5,0,1,0,technical,low,,
c12214,0.45,0.46,2,153,3,0,1,0,management,low,,
c12215,0.4,0.53,2,151,3,0,1,0,IT,low,,
c12216,0.36,0.51,2,155,3,0,1,0,IT,low,,
c12217,0.36,0.48,2,158,3,0,1,0,IT,low,,
c12218,0.9,0.98,5,245,5,0,1,0,IT,low,,
c12219,0.43,0.53,2,131,3,0,1,0,IT,low,,
c12220,0.89,0.87,5,225,5,0,1,0,product_management,low,,
c12221,0.1,0.84,6,286,4,0,1,0,product_management,low,,
c12222,0.37,0.5,2,135,3,0,1,0,product_management,low,,
c12223,0.37,0.51,2,153,3,0,1,0,product_management,low,,
c12224,0.87,0.9,5,252,5,0,1,0,IT,low,,
c12225,0.4,0.56,2,149,3,0,1,0,accounting,low,,
c12226,0.9,0.97,4,258,5,0,1,0,accounting,low,,
c12227,0.37,0.46,2,158,3,0,1,0,hr,low,,
c12228,0.44,0.54,2,149,3,0,1,0,hr,low,,
c12229,0.85,0.95,5,236,5,0,1,0,hr,low,,
c12230,0.78,0.98,5,239,6,0,1,0,marketing,low,,
c12231,0.42,0.47,2,159,3,0,1,0,marketing,low,,
c12232,0.92,0.99,5,255,6,0,1,0,sales,low,,
c12233,0.11,0.83,6,244,4,0,1,0,accounting,low,,
c12234,0.42,0.56,2,134,3,0,1,0,support,low,,
c12235,0.48,0.57,4,270,4,0,1,0,technical,low,,
c12236,0.83,0.85,4,255,5,0,1,0,management,low,,
c12237,0.4,0.53,2,151,3,0,1,0,marketing,low,,
c12238,0.43,0.45,2,135,3,0,1,0,marketing,low,,
c12239,0.43,0.53,2,146,3,0,1,0,marketing,low,,
c12240,0.1,0.97,7,254,4,0,1,0,sales,low,,
c12241,0.1,0.87,7,289,4,0,1,0,sales,low,,
c12242,0.37,0.46,2,156,3,0,1,0,sales,low,,
c12243,0.38,0.53,2,156,3,0,1,0,sales,low,,
c12244,0.4,0.5,2,128,3,0,1,0,sales,low,,
c12245,0.89,0.86,5,275,5,0,1,0,sales,low,,
c12246,0.45,0.46,2,155,3,0,1,0,sales,low,,
c12247,0.37,0.48,2,159,3,0,1,0,sales,low,,
c12248,0.46,0.49,2,148,3,0,1,0,sales,low,,
c12249,0.87,0.91,4,228,5,0,1,0,sales,low,,
c12250,0.11,0.84,6,298,4,0,1,0,sales,low,,
c12251,0.79,0.87,5,261,5,0,1,0,sales,low,,
c12252,0.79,0.92,5,254,6,0,1,0,sales,low,,
c12253,0.19,0.59,7,192,3,0,1,0,sales,low,,
c12254,0.87,0.98,4,248,5,0,1,0,sales,low,,
c12255,0.6,0.92,2,258,5,0,1,0,sales,low,,
c12256,0.44,0.45,2,156,3,0,1,0,sales,medium,,
c12257,0.11,0.81,6,266,4,1,1,0,sales,medium,,
c12258,0.42,0.54,2,156,3,0,1,0,sales,medium,,
c12259,0.88,0.88,5,232,5,1,1,0,accounting,medium,,
c12260,0.11,0.84,6,287,4,0,1,0,accounting,medium,,
c12261,0.46,0.46,2,154,3,0,1,0,accounting,medium,,
c12262,0.82,0.97,5,263,5,0,1,0,hr,medium,,
c12263,0.44,0.56,2,131,3,0,1,0,hr,medium,,
c12264,0.11,0.78,6,260,4,0,1,0,hr,medium,,
c12265,0.42,0.5,2,139,3,0,1,0,hr,medium,,
c12266,0.84,0.93,4,251,5,0,1,0,technical,medium,,
c12267,0.11,0.95,6,286,4,0,1,0,technical,medium,,
c12268,0.45,0.53,2,129,3,0,1,0,technical,high,,
c12269,0.38,0.56,2,156,3,0,1,0,technical,low,,
c12270,0.38,0.86,6,139,6,0,1,0,technical,medium,,
c12271,0.44,0.51,2,127,3,0,1,0,technical,medium,,
c12272,0.11,0.84,6,251,4,0,1,0,technical,medium,,
c12273,0.81,0.93,5,270,5,0,1,0,technical,medium,,
c12274,0.09,0.96,6,296,4,0,1,0,technical,low,,
c12275,0.11,0.9,6,254,4,0,1,0,technical,low,,
